Symbol;Description;Category2;Category3;Sector;Market cap;Dividend yield;Country;Action
RGEN;Repligen Corp;Common stocks;Large cap;Health Care;$14,809,585,110;0.00%;USA;Analyze
AAP;Advance Auto Parts Inc;Common stocks;Large cap;Consumer Discretionary;$14,746,999,361;1.37%;USA;Analyze
FNF;Fidelity National Financial Inc;Common stocks;Large cap;Financials;$14,676,146,994;2.99%;USA;Analyze
L;Loews Corp;Common stocks;Large cap;Financials;$14,642,664,261;0.43%;USA;Analyze
LYFT;Lyft, Inc. - Class A;Common stocks;Large cap;Industrials;$14,623,398,277;0.00%;USA;Analyze
SJM;J.M. Smucker;Common stocks;Large cap;Consumer Staples;$14,504,416,462;2.79%;USA;Analyze
CAH;Cardinal Health Inc;Common stocks;Large cap;Health Care;$14,472,631,783;3.75%;USA;Analyze
WHR;Whirlpool Corp;Common stocks;Large cap;Consumer Discretionary;$14,460,680,017;2.34%;USA;Analyze
PTC;PTC Inc;Common stocks;Large cap;Information Technology;$14,451,091,507;0.00%;USA;Analyze
UAL;United Continental Holdings Inc;Common stocks;Large cap;Industrials;$14,426,661,343;0.00%;USA;Analyze
WRB;WR Berkley Corp;Common stocks;Large cap;Financials;$14,371,466,117;0.62%;USA;Analyze
AMH;American Homes 4 Rent Class A;REITs;Large cap;Real Estate;$14,338,353,572;1.04%;USA;Analyze
UHAL;Amerco;Common stocks;Large cap;Industrials;$14,226,430,583;0.38%;USA;Analyze
FBHS;Fortune Brands Home And Security;Common stocks;Large cap;Industrials;$14,219,530,087;0.99%;USA;Analyze
CGNX;Cognex Corp;Common stocks;Large cap;Information Technology;$14,023,480,535;0.31%;USA;Analyze
PHM;Pultegroup Inc;Common stocks;Large cap;Consumer Discretionary;$14,021,422,238;1.03%;USA;Analyze
ARES;Ares Management Corporation Class A;Common stocks;Large cap;Financials;$13,878,402,023;2.25%;USA;Analyze
FND;Floor Decor Holdings Inc;Common stocks;Large cap;Consumer Discretionary;$13,861,005,000;0.00%;USA;Analyze
CBOE;Cboe Global Markets, Inc.;Common stocks;Large cap;Financials;$13,842,258,415;1.38%;USA;Analyze
FMC;FMC Corp;Common stocks;Large cap;Materials;$13,809,575,380;1.75%;USA;Analyze
ATO;Atmos Energy Corp;Common stocks;Large cap;Utilities;$13,809,306,962;2.44%;USA;Analyze
ACI;Albertsons Companies, Inc. Class A;Common stocks;Large cap;Consumer Staples;$13,798,869,546;1.41%;USA;Analyze
HAS;Hasbro Inc;Common stocks;Large cap;Consumer Discretionary;$13,702,266,173;2.71%;USA;Analyze
ELAN;Elanco Animal Health Incorporated;Common stocks;Large cap;Health Care;$13,700,936,701;0.00%;USA;Analyze
GDDY;GoDaddy Inc. Class A;Common stocks;Large cap;Information Technology;$13,687,141,591;0.00%;USA;Analyze
AOS;A O Smith Corp;Common stocks;Large cap;Industrials;$13,675,831,400;1.24%;USA;Analyze
MPW;Medical Properties Trust, Inc;REITs;Large cap;Real Estate;$13,661,233,000;4.79%;USA;Analyze
CCK;Crown Holdings Inc;Common stocks;Large cap;Materials;$13,624,317,606;0.75%;USA;Analyze
CHRW;C.H. Robinson Worldwide, Inc.;Common stocks;Large cap;Industrials;$13,581,090,030;1.97%;USA;Analyze
GGG;Graco Inc;Common stocks;Large cap;Industrials;$13,529,259,850;0.94%;USA;Analyze
JLL;Jones Lang LaSalle Inc;Common stocks;Large cap;Real Estate;$13,501,813,460;0.17%;USA;Analyze
BSY;Bentley Systems, Inc Class B;Common stocks;Large cap;Information Technology;$13,469,516,189;0.24%;USA;Analyze
NWS;News Corp Class B;Common stocks;Large cap;Communication Services;$13,442,333,009;0.87%;USA;Analyze
NWSA;News Corp Class A;Common stocks;Large cap;Communication Services;$13,442,333,009;0.88%;USA;Analyze
HWM;Howmet Aerospace Inc.;Common stocks;Large cap;Industrials;$13,393,283,736;0.13%;USA;Analyze
MTN;Vail Resorts Inc;Common stocks;Large cap;Consumer Discretionary;$13,369,933,599;0.53%;USA;Analyze
EQH;AXA Equitable Holdings Inc;Common stocks;Large cap;Financials;$13,369,504,678;2.14%;USA;Analyze
PCTY;Paylocity Holding Corp;Common stocks;Large cap;Information Technology;$13,348,281,795;0.00%;USA;Analyze
WTRG;Essential Utilities, Inc.;Common stocks;Large cap;Utilities;$13,281,638,449;1.96%;USA;Analyze
TXG;10x Genomics, Inc.;Common stocks;Large cap;Health Care;$13,229,596,544;0.00%;USA;Analyze
WOLF;Wolfspeed, Inc.;Common stocks;Large cap;Information Technology;$13,145,324,099;0.00%;USA;Analyze
LUMN;CenturyLink, Inc.;Common stocks;Large cap;Communication Services;$13,126,323,208;7.69%;USA;Analyze
UPST;Upstart Holdings, Inc.;Common stocks;Large cap;Financials;$13,116,464,377;0.00%;USA;Analyze
LPLA;LPL Financial Holdings Inc;Common stocks;Large cap;Financials;$13,027,954,181;0.61%;USA;Analyze
VMW;VMWare Inc Class A;Common stocks;Large cap;Information Technology;$12,968,717,819;0.00%;USA;Analyze
SC;Santander Consumer USA Holdings;Common stocks;Large cap;Financials;$12,917,900,194;2.08%;USA;Analyze
RPM;RPM International Inc;Common stocks;Large cap;Materials;$12,913,198,532;1.54%;USA;Analyze
MRO;Marathon Oil Corp;Common stocks;Large cap;Energy;$12,892,571,014;1.08%;USA;Analyze
EXAS;Exact Sciences Corp;Common stocks;Large cap;Health Care;$12,844,644,917;0.00%;USA;Analyze
CSL;Carlisle Companies Inc;Common stocks;Large cap;Industrials;$12,826,450,712;0.87%;USA;Analyze
BG;Bunge Ltd;Common stocks;Large cap;Consumer Staples;$12,795,769,321;2.23%;USA;Analyze
QGEN;Qiagen Nv;Common stocks;Large cap;Health Care;$12,787,697,384;0.00%;The Netherlands;Analyze
BKI;Black Knight;Common stocks;Large cap;Information Technology;$12,740,088,733;0.00%;USA;Analyze
CPB;Campbell Soup;Common stocks;Large cap;Consumer Staples;$12,727,303,694;3.47%;USA;Analyze
PKG;Packaging Corp Of America;Common stocks;Large cap;Materials;$12,633,771,878;2.98%;USA;Analyze
REG;Regency Centers Corporation;REITs;Large cap;Real Estate;$12,592,716,371;3.23%;USA;Analyze
GLOB;Globant Sa;Common stocks;Large cap;Information Technology;$12,589,616,006;0.00%;Argentina;Analyze
ZEN;Zendesk Inc;Common stocks;Large cap;Information Technology;$12,554,233,547;0.00%;USA;Analyze
BRKR;Bruker Corp;Common stocks;Large cap;Health Care;$12,550,986,587;0.19%;USA;Analyze
HST;Host Hotels & Resorts, Inc;REITs;Large cap;Real Estate;$12,481,337,359;0.00%;USA;Analyze
STLD;Steel Dynamics Inc;Common stocks;Large cap;Materials;$12,450,829,919;1.63%;USA;Analyze
LNC;Lincoln National Corp;Common stocks;Large cap;Financials;$12,436,371,839;2.42%;USA;Analyze
RHI;Robert Half;Common stocks;Large cap;Industrials;$12,411,091,142;1.36%;USA;Analyze
LDOS;Leidos Holdings Inc;Common stocks;Large cap;Industrials;$12,331,619,212;1.58%;USA;Analyze
CUBE;CubeSmart;REITs;Large cap;Real Estate;$12,319,043,705;2.39%;USA;Analyze
WSM;Williams Sonoma Inc;Common stocks;Large cap;Consumer Discretionary;$12,300,861,449;1.43%;USA;Analyze
JKHY;Jack Henry & Associates, Inc.;Common stocks;Large cap;Information Technology;$12,257,492,848;1.11%;USA;Analyze
LSI;Life Storage, Inc;REITs;Large cap;Real Estate;$12,257,333,494;1.88%;USA;Analyze
XRAY;Dentsply Sirona Inc;Common stocks;Large cap;Health Care;$12,231,063,105;0.57%;USA;Analyze
WLK;Westlake Chemical Corp;Common stocks;Large cap;Materials;$12,182,711,389;1.19%;USA;Analyze
DISCK;Discovery Communications, Inc. - Series C;Common stocks;Large cap;Communication Services;$12,080,105,673;0.00%;USA;Analyze
DISCA;Discovery Communications Inc Series A;Common stocks;Large cap;Communication Services;$12,080,105,673;0.00%;USA;Analyze
COUP;Coupa Software Inc;Common stocks;Large cap;Information Technology;$12,063,135,027;0.00%;USA;Analyze
PNR;Pentair;Common stocks;Large cap;Industrials;$12,033,576,086;1.10%;USA;Analyze
TRGP;Targa Resources Corp;Common stocks;Large cap;Energy;$12,030,174,694;0.76%;USA;Analyze
CNA;CNA Financial Corp;Common stocks;Large cap;Financials;$11,972,398,038;3.40%;USA;Analyze
CIEN;Ciena Corp;Common stocks;Large cap;Information Technology;$11,963,135,886;0.00%;USA;Analyze
NLY;Annaly Capital Management Inc;Mortgage REITs;Large cap;Financials;$11,934,493,262;10.30%;USA;Analyze
NVAX;Novavax Inc;Common stocks;Large cap;Health Care;$11,930,953,919;0.00%;USA;Analyze
REXR;Rexford Industrial Realty, Inc;REITs;Large cap;Real Estate;$11,911,453,476;1.18%;USA;Analyze
SCI;Service Corporation International;Common stocks;Large cap;Consumer Discretionary;$11,908,128,636;1.23%;USA;Analyze
FICO;Fair Isaac Corp;Common stocks;Large cap;Information Technology;$11,897,600,553;0.00%;USA;Analyze
CTXS;Citrix Systems Inc;Common stocks;Large cap;Information Technology;$11,867,381,271;1.55%;USA;Analyze
MHK;Mohawk Industries Inc;Common stocks;Large cap;Consumer Discretionary;$11,826,749,650;0.00%;USA;Analyze
WSO;Watsco Inc;Common stocks;Large cap;Industrials;$11,822,404,537;2.47%;USA;Analyze
AVLR;Avalara Inc.;Common stocks;Large cap;Information Technology;$11,815,345,407;0.95%;USA;Analyze
AAL;American Airlines Group Inc;Common stocks;Large cap;Industrials;$11,765,338,865;0.00%;USA;Analyze
LII;Lennox International Inc;Common stocks;Large cap;Industrials;$11,748,627,365;1.05%;USA;Analyze
AFG;American Financial Group Inc;Common stocks;Large cap;Financials;$11,667,020,327;1.31%;USA;Analyze
RH;RH;Common stocks;Large cap;Consumer Discretionary;$11,631,320,413;0.00%;USA;Analyze
ALLE;Allegion PLC;Common stocks;Large cap;Industrials;$11,622,827,894;1.11%;USA;Analyze
WRK;Westrock;Common stocks;Large cap;Materials;$11,596,467,522;2.11%;USA;Analyze
ESTC;Elastic N.V.;Common stocks;Large cap;Information Technology;$11,507,274,466;0.00%;USA;Analyze
SNA;Snap On Inc;Common stocks;Large cap;Industrials;$11,495,633,253;2.37%;USA;Analyze
DKNG;DraftKings Inc. - Class A;Common stocks;Large cap;Consumer Discretionary;$11,461,975,164;0.00%;USA;Analyze
RRX;Regal Rexnord Corporation;Common stocks;Large cap;Industrials;$11,451,327,446;0.72%;USA;Analyze
CONE;CyrusOne Inc;REITs;Large cap;Real Estate;$11,420,835,267;2.25%;USA;Analyze
JNPR;Juniper Networks Inc;Common stocks;Large cap;Information Technology;$11,417,108,877;2.26%;USA;Analyze
CMA;Comerica Inc;Common stocks;Large cap;Financials;$11,357,474,302;3.10%;USA;Analyze
HUBB;Hubbell Inc;Common stocks;Large cap;Industrials;$11,339,228,017;1.90%;USA;Analyze
DVA;Davita Inc;Common stocks;Large cap;Health Care;$11,328,223,000;0.00%;USA;Analyze
GME;Gamestop Corp Class A;Common stocks;Large cap;Consumer Discretionary;$11,323,584,330;0.00%;USA;Analyze
TPR;Tapestry;Common stocks;Large cap;Consumer Discretionary;$11,313,866,056;1.21%;USA;Analyze
ANET;Arista Networks Inc;Common stocks;Large cap;Information Technology;$11,280,380,222;0.00%;USA;Analyze
BAH;Booz Allen Hamilton Holding Corp;Common stocks;Large cap;Industrials;$11,247,319,104;1.75%;USA;Analyze
GLPI;Gaming and Leisure Properties, Inc;REITs;Large cap;Real Estate;$11,243,021,764;5.50%;USA;Analyze
WAL;Western Alliance;Common stocks;Large cap;Financials;$11,206,889,931;1.11%;USA;Analyze
AA;Alcoa Corp;Common stocks;Large cap;Materials;$11,194,381,285;0.17%;USA;Analyze
EWBC;East West Bancorp Inc;Common stocks;Large cap;Financials;$11,175,214,916;1.67%;USA;Analyze
IAC;IAC/InterActive;Common stocks;Large cap;Communication Services;$11,165,019,562;0.26%;USA;Analyze
SNX;Synnex Corp;Common stocks;Large cap;Information Technology;$11,039,981,308;0.69%;USA;Analyze
FIVE;Five Below Inc;Common stocks;Large cap;Consumer Discretionary;$11,034,760,027;0.00%;USA;Analyze
AXON;Axon Enterprise, Inc.;Common stocks;Large cap;Industrials;$11,031,495,040;0.00%;USA;Analyze
ACM;AECOM;Common stocks;Large cap;Industrials;$11,004,882,201;0.79%;USA;Analyze
LEA;Lear Corp;Common stocks;Large cap;Consumer Discretionary;$10,991,505,352;0.96%;USA;Analyze
UHS;Universal Health Services Inc.;Common stocks;Large cap;Health Care;$10,937,672,832;0.47%;USA;Analyze
PCOR;Procore Technologies, Inc.;Common stocks;Large cap;Information Technology;$10,895,447,686;0.00%;USA;Analyze
CVNA;Carvana Class A;Common stocks;Large cap;Consumer Discretionary;$10,866,024,000;0.00%;USA;Analyze
IVZ;Invesco Ltd;Common stocks;Large cap;Financials;$10,861,413,475;2.80%;USA;Analyze
MIDD;Middleby Corp;Common stocks;Large cap;Industrials;$10,856,590,241;0.00%;USA;Analyze
RE;Everest Re Group Ltd;Common stocks;Large cap;Financials;$10,763,255,313;2.27%;USA;Analyze
DAR;Darling Ingredients Inc;Common stocks;Large cap;Consumer Staples;$10,734,356,850;0.00%;USA;Analyze
VST;Vistra Energy Corp;Common stocks;Large cap;Utilities;$10,709,504,669;2.67%;USA;Analyze
TW;Tradeweb Markets Inc. - Class A;Common stocks;Large cap;Financials;$10,660,156,346;0.32%;USA;Analyze
BWA;BorgWarner Inc;Common stocks;Large cap;Consumer Discretionary;$10,631,458,334;1.52%;USA;Analyze
NI;Nisource Inc;Common stocks;Large cap;Utilities;$10,630,515,661;3.21%;USA;Analyze
SITE;Siteone Landscape Supply Inc;Common stocks;Large cap;Industrials;$10,611,923,864;0.00%;USA;Analyze
HSIC;Henry Schein Inc;Common stocks;Large cap;Health Care;$10,572,537,171;0.00%;USA;Analyze
CABO;Cable One Inc;Common stocks;Large cap;Communication Services;$10,555,879,496;0.60%;USA;Analyze
AGL;agilon health, inc.;Common stocks;Large cap;Health Care;$10,553,901,891;0.00%;USA;Analyze
SYNH;Syneos Health Inc;Common stocks;Large cap;Health Care;$10,536,149,810;0.00%;USA;Analyze
GXO;GXO Logistics, Inc.;Common stocks;Large cap;Industrials;$10,478,355,759;0.00%;USA;Analyze
FRT;Federal Realty Investment Trust;REITs;Large cap;Real Estate;$10,471,243,384;3.11%;USA;Analyze
PEN;Penumbra Inc;Common stocks;Large cap;Health Care;$10,436,171,003;0.00%;USA;Analyze
TTC;Toro;Common stocks;Large cap;Industrials;$10,436,064,577;1.08%;USA;Analyze
LAMR;Lamar Advertising Company Class A;REITs;Large cap;Real Estate;$10,409,645,461;2.89%;USA;Analyze
NRG;NRG Energy Inc;Common stocks;Large cap;Utilities;$10,373,813,643;3.03%;USA;Analyze
CLF;Cleveland-Cliffs Inc.;Common stocks;Large cap;Materials;$10,341,874,952;0.00%;USA;Analyze
RS;Reliance Steel & Aluminum;Common stocks;Large cap;Materials;$10,273,688,087;1.70%;USA;Analyze
JBL;Jabil Inc;Common stocks;Large cap;Information Technology;$10,219,783,860;0.45%;USA;Analyze
AZPN;Aspen Technology Inc;Common stocks;Large cap;Information Technology;$10,215,807,368;0.00%;USA;Analyze
APA;Apache Corp;Common stocks;Large cap;Energy;$10,160,781,024;0.40%;USA;Analyze
WYNN;Wynn Resorts Ltd;Common stocks;Large cap;Consumer Discretionary;$10,129,318,532;1.16%;USA;Analyze
SMAR;Smartsheet Inc. Class A;Common stocks;Large cap;Information Technology;$10,117,366,271;0.00%;USA;Analyze
KNX;Knight Transportation Inc;Common stocks;Large cap;Industrials;$10,108,449,946;0.62%;USA;Analyze
PTON;Peloton Interactive, Inc. Class A;Common stocks;Large cap;Consumer Discretionary;$10,064,837,013;0.00%;USA;Analyze
MANH;Manhattan Associates Inc;Common stocks;Large cap;Information Technology;$10,032,069,461;0.00%;USA;Analyze
G;Genpact Ltd;Common stocks;Mid cap;Information Technology;$9,986,003,417;0.81%;USA;Analyze
TPL;Texas Pacific Land Trust;Common stocks;Mid cap;Energy;$9,942,791,665;0.86%;USA;Analyze
SEE;Sealed Air Corp;Common stocks;Mid cap;Materials;$9,941,315,912;1.13%;USA;Analyze
ZION;Zions Bancorporation;Common stocks;Mid cap;Financials;$9,858,762,804;2.27%;USA;Analyze
DECK;Deckers Outdoor Corp;Common stocks;Mid cap;Consumer Discretionary;$9,842,072,388;0.00%;USA;Analyze
DOX;Amdocs Ltd;Common stocks;Mid cap;Information Technology;$9,837,196,955;1.86%;Guernsey;Analyze
CACC;Credit Acceptance Corp;Common stocks;Mid cap;Financials;$9,830,819,343;0.00%;USA;Analyze
MKSI;MKS Instruments Inc;Common stocks;Mid cap;Information Technology;$9,801,253,341;0.49%;USA;Analyze
PSTG;Pure Storage Inc Class A;Common stocks;Mid cap;Information Technology;$9,738,130,641;0.00%;USA;Analyze
GH;Guardant Health Inc;Common stocks;Mid cap;Health Care;$9,724,446,250;0.00%;USA;Analyze
BERY;Berry Global Group Inc;Common stocks;Mid cap;Materials;$9,710,316,000;0.00%;USA;Analyze
TNDM;Tandem Diabetes Care Inc;Common stocks;Mid cap;Health Care;$9,705,257,696;0.00%;USA;Analyze
UTHR;United Therapeutics Corp;Common stocks;Mid cap;Health Care;$9,668,886,400;0.00%;USA;Analyze
WMS;Advanced Drainage Systems Inc;Common stocks;Mid cap;Industrials;$9,664,644,003;0.31%;USA;Analyze
JEF;Jefferies Financial Group Inc;Common stocks;Mid cap;Financials;$9,598,985,275;2.28%;USA;Analyze
ST;Sensata Technologies Holding Nv;Common stocks;Mid cap;Industrials;$9,574,930,866;0.00%;USA;Analyze
CNXC;Concentrix Corporation;Common stocks;Mid cap;Information Technology;$9,571,881,431;0.14%;USA;Analyze
UGI;UGI Corp;Common stocks;Mid cap;Utilities;$9,561,431,462;2.95%;USA;Analyze
CPRI;Capri Holdings Limited;Common stocks;Mid cap;Consumer Discretionary;$9,533,067,034;0.00%;USA;Analyze
GWRE;Guidewire Software Inc;Common stocks;Mid cap;Information Technology;$9,506,282,955;0.00%;USA;Analyze
STOR;STORE Capital Corporation;REITs;Mid cap;Real Estate;$9,483,612,328;4.14%;USA;Analyze
GL;Globe Life Inc.;Common stocks;Mid cap;Financials;$9,421,361,693;0.83%;USA;Analyze
VRT;Vertiv Holdings, LLC Class A;Common stocks;Mid cap;Industrials;$9,384,324,055;0.04%;USA;Analyze
ARW;Arrow Electronics Inc;Common stocks;Mid cap;Information Technology;$9,347,022,734;0.00%;USA;Analyze
FSLR;First Solar Inc;Common stocks;Mid cap;Information Technology;$9,341,863,862;0.00%;USA;Analyze
ARMK;Aramark;Common stocks;Mid cap;Consumer Discretionary;$9,319,909,537;1.21%;USA;Analyze
TAP;Molson Coors Brewing Class B;Common stocks;Mid cap;Consumer Staples;$9,305,216,360;1.48%;USA;Analyze
FIVN;Five9 Incinary;Common stocks;Mid cap;Information Technology;$9,295,166,201;0.00%;USA;Analyze
OLN;Olin Corp;Common stocks;Mid cap;Materials;$9,292,357,026;1.37%;USA;Analyze
NWL;Newell Brands Inc;Common stocks;Mid cap;Consumer Discretionary;$9,290,736,000;4.15%;USA;Analyze
BLD;Topbuild Corp;Common stocks;Mid cap;Consumer Discretionary;$9,226,603,015;0.00%;USA;Analyze
PEGA;Pegasystems Inc;Common stocks;Mid cap;Information Technology;$9,203,991,247;0.11%;USA;Analyze
IPGP;IPG Photonics Corp;Common stocks;Mid cap;Information Technology;$9,164,325,435;0.00%;USA;Analyze
Y;Alleghany Corp;Common stocks;Mid cap;Financials;$9,080,292,222;2.78%;USA;Analyze
CHDN;Churchill Downs Inc;Common stocks;Mid cap;Consumer Discretionary;$9,072,310,670;0.28%;USA;Analyze
TPX;Tempur Sealy International Inc;Common stocks;Mid cap;Consumer Discretionary;$9,051,823,679;0.68%;USA;Analyze
LW;Lamb Weston Holdings Inc;Common stocks;Mid cap;Consumer Staples;$9,019,723,762;1.51%;USA;Analyze
OC;Owens Corning;Common stocks;Mid cap;Industrials;$9,015,662,417;1.15%;USA;Analyze
OPEN;Opendoor Technologies Inc;Common stocks;Mid cap;Real Estate;$8,999,280,725;0.00%;USA;Analyze
SMG;Scotts Miracle Gro;Common stocks;Mid cap;Materials;$8,932,370,712;1.58%;USA;Analyze
WIX;Wix.Com Ltd;Common stocks;Mid cap;Information Technology;$8,924,661,572;0.00%;Israel;Analyze
LAD;Lithia Motors Inc Class A;Common stocks;Mid cap;Consumer Discretionary;$8,923,386,627;0.46%;USA;Analyze
UA;Under Armour Inc Class C;Common stocks;Mid cap;Consumer Discretionary;$8,918,719,533;0.00%;USA;Analyze
UAA;Under Armour Inc Class A;Common stocks;Mid cap;Consumer Discretionary;$8,918,719,533;0.00%;USA;Analyze
FHN;First Horizon National Corp;Common stocks;Mid cap;Financials;$8,904,692,323;3.65%;USA;Analyze
ERIE;Erie Indemnity Class A;Common stocks;Mid cap;Financials;$8,898,785,841;2.13%;USA;Analyze
XPO;XPO Logistics Inc;Common stocks;Mid cap;Industrials;$8,788,004,577;0.00%;USA;Analyze
AGCO;AGCO Corp;Common stocks;Mid cap;Industrials;$8,760,836,633;4.05%;USA;Analyze
ITT;ITT Inc;Common stocks;Mid cap;Industrials;$8,756,024,000;0.86%;USA;Analyze
AIZ;Assurant Inc;Common stocks;Mid cap;Financials;$8,737,948,092;1.73%;USA;Analyze
DNB;Dun & Bradstreet Holdings, Inc.;Common stocks;Mid cap;Industrials;$8,675,524,249;0.00%;USA;Analyze
COLD;Americold Realty Trust;REITs;Mid cap;Real Estate;$8,670,007,613;2.65%;USA;Analyze
SEIC;SEI Investments;Common stocks;Mid cap;Financials;$8,646,055,434;1.24%;USA;Analyze
NTRA;Natera Inc;Common stocks;Mid cap;Health Care;$8,631,776,960;0.00%;USA;Analyze
EQT;EQT Corporation;Common stocks;Mid cap;Energy;$8,624,788,376;0.14%;USA;Analyze
PENN;Penn National Gaming Inc;Common stocks;Mid cap;Consumer Discretionary;$8,613,027,070;0.00%;USA;Analyze
TOL;Toll Brothers Inc;Common stocks;Mid cap;Consumer Discretionary;$8,599,722,000;0.87%;USA;Analyze
CHH;Choice Hotels International Inc;Common stocks;Mid cap;Consumer Discretionary;$8,590,281,139;0.29%;USA;Analyze
NVCR;Novocure Ltd;Common stocks;Mid cap;Health Care;$8,586,890,746;0.00%;USA;Analyze
COTY;Coty Inc Class A;Common stocks;Mid cap;Consumer Staples;$8,585,817,583;0.00%;USA;Analyze
FAF;First American Financial Corp;Common stocks;Mid cap;Financials;$8,551,945,879;2.47%;USA;Analyze
RL;Ralph Lauren Corp Class A;Common stocks;Mid cap;Consumer Discretionary;$8,547,640,997;1.75%;USA;Analyze
OSH;Oak Street Health, Inc.;Common stocks;Mid cap;Health Care;$8,475,823,962;0.00%;USA;Analyze
AIRC;Apartment Income REIT Corp.;REITs;Mid cap;Real Estate;$8,452,095,120;3.19%;USA;Analyze
CHE;Chemed Corp;Common stocks;Mid cap;Health Care;$8,434,263,356;0.26%;USA;Analyze
FR;First Industrial Realty Trust, Inc;REITs;Mid cap;Real Estate;$8,410,330,948;1.62%;USA;Analyze
NNN;National Retail Properties, Inc;REITs;Mid cap;Real Estate;$8,306,678,992;4.37%;USA;Analyze
WH;Wyndham Hotels & Resorts Inc;Common stocks;Mid cap;Consumer Discretionary;$8,276,988,682;0.99%;USA;Analyze
DXC;DXC Technology Company;Common stocks;Mid cap;Information Technology;$8,270,910,777;0.00%;USA;Analyze
GNTX;Gentex Corp;Common stocks;Mid cap;Consumer Discretionary;$8,240,359,622;1.37%;USA;Analyze
INFA;Informatica Inc.;Common stocks;Mid cap;Information Technology;$8,239,749,514;0.00%;USA;Analyze
LECO;Lincoln Electric Holdings Inc;Common stocks;Mid cap;Industrials;$8,239,597,689;1.09%;USA;Analyze
PAG;Penske Automotive Group Inc;Common stocks;Mid cap;Consumer Discretionary;$8,235,855,047;1.68%;USA;Analyze
TWKS;Thoughtworks Holding, Inc;Common stocks;Mid cap;Information Technology;$8,171,034,412;0.00%;USA;Analyze
AGNC;AGNC Investment Corp;Mortgage REITs;Mid cap;Financials;$8,120,332,670;8.95%;USA;Analyze
CFR;Cullen Frost Bankers Inc;Common stocks;Mid cap;Financials;$8,073,328,664;2.30%;USA;Analyze
NBIX;Neurocrine Biosciences Inc;Common stocks;Mid cap;Health Care;$8,015,286,892;0.00%;USA;Analyze
IBKR;Interactive Brokers Group Inc;Common stocks;Mid cap;Financials;$7,979,505,829;0.49%;USA;Analyze
SRPT;Sarepta Therapeutics Inc;Common stocks;Mid cap;Health Care;$7,978,857,996;0.00%;USA;Analyze
VNO;Vornado Realty Trust;REITs;Mid cap;Real Estate;$7,976,589,880;5.00%;USA;Analyze
JAZZ;Jazz Pharmaceuticals Plc;Common stocks;Mid cap;Health Care;$7,967,080,688;0.00%;USA;Analyze
NYT;New York Times Class A;Common stocks;Mid cap;Communication Services;$7,960,355,778;0.57%;USA;Analyze
CBSH;Commerce Bancshares Inc;Common stocks;Mid cap;Financials;$7,937,991,215;1.48%;USA;Analyze
ATR;Aptargroup Inc;Common stocks;Mid cap;Materials;$7,892,011,738;1.25%;USA;Analyze
ACC;American Campus Communities, Inc;REITs;Mid cap;Real Estate;$7,856,785,645;3.28%;USA;Analyze
KRC;Kilroy Realty Corporation;REITs;Mid cap;Real Estate;$7,814,578,929;2.98%;USA;Analyze
QS;QuantumScape Corporation Class A;Common stocks;Mid cap;Consumer Discretionary;$7,810,755,712;0.00%;USA;Analyze
USFD;US Foods Holding Corp;Common stocks;Mid cap;Consumer Staples;$7,770,937,593;0.00%;USA;Analyze
PNW;Pinnacle West Corp;Common stocks;Mid cap;Utilities;$7,769,799,157;4.77%;USA;Analyze
DBX;Dropbox Inc Class A;Common stocks;Mid cap;Information Technology;$7,765,984,413;0.00%;USA;Analyze
RNR;Renaissancere Holding Ltd;Common stocks;Mid cap;Financials;$7,765,394,889;0.85%;USA;Analyze
LFUS;Littelfuse Inc;Common stocks;Mid cap;Information Technology;$7,737,166,001;0.64%;USA;Analyze
LITE;Lumentum Holdings Inc;Common stocks;Mid cap;Information Technology;$7,735,377,000;0.00%;USA;Analyze
AZTA;Azenta, Inc.;Common stocks;Mid cap;Information Technology;$7,707,805,361;0.39%;USA;Analyze
PLNT;Planet Fitness Inc Class A;Common stocks;Mid cap;Consumer Discretionary;$7,666,032,997;0.00%;USA;Analyze
MRTX;Mirati Therapeutics Inc;Common stocks;Mid cap;Health Care;$7,649,664,285;0.00%;USA;Analyze
OGN;Organon & Co.;Common stocks;Mid cap;Health Care;$7,629,320,373;1.85%;USA;Analyze
PBCT;Peoples United Financial Inc;Common stocks;Mid cap;Financials;$7,627,316,560;4.02%;USA;Analyze
NLSN;Nielsen Holdings Plc;Common stocks;Mid cap;Industrials;$7,612,851,045;1.13%;USA;Analyze
OLED;Universal Display Corp;Common stocks;Mid cap;Information Technology;$7,603,727,177;0.49%;USA;Analyze
FCNCA;First Citizens Bancshares Inc Class A;Common stocks;Mid cap;Financials;$7,580,116,342;0.22%;USA;Analyze
OSK;Oshkosh Corp;Common stocks;Mid cap;Industrials;$7,566,643,337;1.21%;USA;Analyze
NVST;Envista Holdings Corporation;Common stocks;Mid cap;Health Care;$7,542,356,632;0.00%;USA;Analyze
BC;Brunswick Corp;Common stocks;Mid cap;Consumer Discretionary;$7,520,649,246;1.30%;USA;Analyze
AYI;Acuity Brands Inc;Common stocks;Mid cap;Industrials;$7,518,362,662;0.24%;USA;Analyze
OGE;OGE Energy Corp;Common stocks;Mid cap;Utilities;$7,508,540,281;4.23%;USA;Analyze
ORI;Old Republic International Corp;Common stocks;Mid cap;Financials;$7,497,153,284;3.40%;USA;Analyze
BFAM;Bright Horizons Family Solutions;Common stocks;Mid cap;Consumer Discretionary;$7,490,606,117;0.00%;USA;Analyze
